TransactionID,CustomerID,ProductCategory,TransactionAmount,SalesChannel,PurchaseDate
10001,3168,Electronics,4552.617515089157,In-Store,2023-06-17
10002,1053,Home Goods,1016.7365641041741,In-Store,2023-07-19
10003,4149,Groceries,3139.867229673187,In-Store,2023-08-22
10004,1500,Home Goods,4107.785256957125,In-Store,2023-11-04
10005,3321,Electronics,4867.8251873465415,In-Store,2023-04-09
10006,5513,Electronics,3068.854947876852,In-Store,2023-03-27
10007,1841,Home Goods,4644.954057968232,In-Store,2023-07-15
10008,2403,Electronics,4977.317542473062,In-Store,2023-08-06
10009,3722,Home Goods,709.9670388655209,In-Store,2023-11-14
10010,1570,Groceries,4906.628664104935,In-Store,2023-06-29
10011,2843,Books,2379.1004190602616,In-Store,2023-02-06
10012,5333,Apparel,3972.897332968157,In-Store,2023-01-04
10013,1080,Electronics,2611.7213125187686,In-Store,2023-06-21
10014,5326,Electronics,1024.992191460696,In-Store,2023-12-11
10015,1273,Apparel,146.4836677741136,In-Store,2023-08-31
10016,5051,Electronics,2771.8568233680217,In-Store,2023-11-07
10017,5703,Electronics,4444.206307923281,In-Store,2023-05-27
10018,2795,Apparel,3073.009976810299,In-Store,2023-11-04
10019,2411,Electronics,4459.423912616664,In-Store,2023-07-22
10020,5978,Groceries,3834.1738483462404,In-Store,2023-11-30
10021,4064,Home Goods,4299.517432233483,In-Store,2023-11-17
10022,1379,Electronics,635.565398758409,In-Store,2023-09-09
10023,3873,Home Goods,1625.2046660021208,In-Store,2023-03-31
10024,4659,Apparel,3025.2783563711105,In-Store,2023-09-20
10025,1389,Electronics,4483.894110482557,In-Store,2023-10-11
10026,3654,Groceries,2673.5647428240695,In-Store,2023-10-17
10027,1640,Home Goods,3440.332521395143,In-Store,2023-02-09
10028,3196,Electronics,1519.8777401767995,In-Store,2023-02-13
10029,5472,Home Goods,4674.3793671586,In-Store,2023-08-13
10030,2741,Home Goods,4304.173254557176,In-Store,2023-03-20
10031,3830,Apparel,407.481092386103,In-Store,2023-04-11
10032,5361,Books,1442.8163208174917,In-Store,2023-02-08
10033,3018,Electronics,3148.952668949047,In-Store,2023-04-23
10034,2677,Groceries,4090.972802341087,In-Store,2023-06-14
10035,3792,Books,2983.129579878994,In-Store,2023-10-11
10036,2733,Home Goods,4528.684358106418,In-Store,2023-03-10
10037,1436,Books,4739.334583192146,In-Store,2023-01-09
10038,5021,Apparel,2557.204720296813,In-Store,2023-07-11
10039,4480,Electronics,4273.9267063485795,In-Store,2023-11-03
10040,2052,Books,2643.329931650545,In-Store,2023-11-18
10041,4388,Home Goods,3257.286848680175,In-Store,2023-05-31
10042,4125,Books,514.6775831087879,In-Store,2023-07-03
10043,1239,Groceries,1835.8070768760158,In-Store,2023-09-15
10044,4227,Home Goods,4774.451711043623,In-Store,2023-01-18
10045,4685,Apparel,2744.179985888727,In-Store,2023-03-17
10046,2109,Groceries,412.35354988011414,In-Store,2023-08-17
10047,5243,Home Goods,2248.461658533661,In-Store,2023-08-15
10048,4583,Home Goods,1714.172136857064,In-Store,2023-09-04
10049,3003,Apparel,2420.4633875492514,In-Store,2023-09-09
10050,5467,Books,2287.2471682437836,In-Store,2023-11-07
10051,1845,Groceries,3842.4769526479886,In-Store,2023-02-24
10052,5361,Electronics,1148.3992737765925,In-Store,2023-04-04
10053,3992,Books,632.3082785964172,In-Store,2023-10-23
10054,1621,Apparel,3865.5073455019597,In-Store,2023-05-01
10055,4156,Apparel,372.00049204156375,In-Store,2023-02-23
10056,1270,Books,3449.7165483535396,In-Store,2023-02-03
10057,5965,Apparel,2647.0938451354828,In-Store,2023-07-03
10058,3067,Apparel,214.08251353564538,In-Store,2023-08-29
10059,4421,Books,2760.513658781187,In-Store,2023-10-19
10060,2931,Electronics,3726.637060423991,In-Store,2023-04-01
10061,3634,Home Goods,1141.7619119326594,In-Store,2023-06-20
